Handle,Title,Vendor,Type,Variant SKU,Image Src
multicultural-tassel,Multicultural Tassel,Carl Hayden,Activities,AZ-008-018-011-047-116,https://cdn.shopify.com/s/files/1/0185/5504/products/tsl567.jpg?v=1371511187
country-flags,Country Flags,Carl Hayden,Activities,AZ-008-018-011-047-033,https://cdn.shopify.com/s/files/1/0185/5504/products/Flagbig.jpg?v=1371510154
mesquite-trees,Mesquite Trees,Fairfax High,Athletics,AZ-008-018-009-046-067,https://cdn.shopify.com/s/files/1/0185/5504/products/Mesquite_small.jpg?v=1371502532
soccer-tournament-funding,Soccer Tournament Funding,Fairfax High,Athletics,AZ-008-018-009-045-106,https://cdn.shopify.com/s/files/1/0185/5504/products/image002.gif?v=1371501463
fiberglass-structural-material,Fiberglass Structural Material,Fairfax High,Activities,AZ-008-018-009-041-045,https://cdn.shopify.com/s/files/1/0185/5504/products/timthumb.jpeg?v=1371500896
dvd-player,DVD Player,Fairfax High,Athletics,AZ-008-018-009-062-042,https://cdn.shopify.com/s/files/1/0185/5504/products/14222126_120810140000.jpg?v=1371499775
samsung-tv,Samsung TV,Fairfax High,Athletics,AZ-008-018-009-062-121,https://cdn.shopify.com/s/files/1/0185/5504/products/51HEbsO4o8L._SL500_AA300.jpg?v=1371499513
sandusky-pull-out-tray-shelves-storage-cabinet,Storage Cabinet,Camelback High,Arts,AZ-008-018-005-066-230,https://cdn.shopify.com/s/files/1/0185/5504/products/s0617086_sc7.jpeg?v=1369261395
cheer-camp-spirit-wear-shorts-1,Cheer Shorts,Carl Hayden,Athletics,AZ-008-018-011-067-681,https://cdn.shopify.com/s/files/1/0185/5504/products/121SHMD.jpg?v=1369260235
cheer-camp-spirit-wear-cheer-tank,Cheer Camp Spirit Wear - Cheer Tank,Carl Hayden,Athletics,AZ-008-018-011-067-021,https://cdn.shopify.com/s/files/1/0185/5504/products/M1309AMD.jpg?v=1369259985
cheer-camp-spirit-wear,Cheer Camp Spirit Wear,Carl Hayden,Athletics,AZ-008-018-011-067-021,https://cdn.shopify.com/s/files/1/0185/5504/products/M1307AMD.jpg?v=1369259869
nike-sideline-ii-athletic-shoes,Nike Sideline II Athletic Shoes,Carl Hayden,Athletics,AZ-008-018-011-067-024,https://cdn.shopify.com/s/files/1/0185/5504/products/nike_sideline_II_b.jpg?v=1369259529
transportation,Transportation,Carl Hayden,Academics,AZ-008-018-011-008-412,https://cdn.shopify.com/s/files/1/0185/5504/products/Bus_1.jpg?v=1369258773
backpack-black,Backpack,Carl Hayden,Academics,AZ-008-018-011-008-005,https://cdn.shopify.com/s/files/1/0185/5504/products/1_42_1.jpeg?v=1369258327
barnes-noble-nook-hd-tablet-16gb,Barnes & Noble Nook,Carl Hayden,Academics,AZ-008-018-011-008-073,https://cdn.shopify.com/s/files/1/0185/5504/products/9781400699384_p0_v35_s600.jpg?v=1369257363
gingher-knife-edge-8-bent-trimmer-shears,Trimmer Shears,Carl Hayden,Arts,AZ-008-018-011-066-119,https://cdn.shopify.com/s/files/1/0185/5504/products/xprd6791_m.jpg?v=1369251494
gingher-pinking-shears-7-1-2,Pinking Shears,Carl Hayden,Arts,AZ-008-018-011-066-076,https://cdn.shopify.com/s/files/1/0185/5504/products/xprd1782754_m.jpg?v=1369251308
singer-red-adjustable-dress-form-size-small,Adjustable Dress Form,Carl Hayden,Arts,AZ-008-018-011-066-038,https://cdn.shopify.com/s/files/1/0185/5504/products/spin_prod_173344501.jpeg?v=1369250861
bloomers,Bloomers,Carl Hayden,Athletics,AZ-008-018-011-068-012,https://cdn.shopify.com/s/files/1/0185/5504/products/wqy-410_1z.jpg?v=1369176881
cheer-bows,Cheer Bows,Carl Hayden,Athletics,AZ-008-018-011-068-022,https://cdn.shopify.com/s/files/1/0185/5504/products/956_Roy_G315_silver__11322.1352238766.1280.1280.jpg?v=1369176357
zumba-fitness-toning-sticks-2-5-lb,2.5 lb Zumba Toning Sticks,Carl Hayden,Activities,AZ-008-018-011-065-002,https://cdn.shopify.com/s/files/1/0185/5504/products/31_ltp3wv9l._sy300.jpg?v=1368191126
zumba-fitness-live-to-love-t-shirt,Zumba T-Shirt,Carl Hayden,Activities,AZ-008-018-011-065-113,https://cdn.shopify.com/s/files/1/0185/5504/products/t2ec16v_y0e9s2s65dnbqmchp_pw_60_35.jpg?v=1368190986
zumba-fitness-cargo-pants-black,Sport Pants- Zumba,Carl Hayden,Activities,AZ-008-018-011-065-110,https://cdn.shopify.com/s/files/1/0185/5504/products/2139_pd1145918_th1.jpg?v=1368190726
post-workout-recovery-chocolate-milk,Post Workout Recovery - Chocolate Milk,Trevor Browne,Athletics,AZ-008-018-004-028-026,https://cdn.shopify.com/s/files/1/0185/5504/products/144480b.jpg?v=1367867470
timing-devices-electronic-stopwatches,Timing Devices - Electronic Stopwatches,Fairfax High,Athletics,AZ-008-018-009-019-096,https://cdn.shopify.com/s/files/1/0185/5504/products/p1320394dt.jpg?v=1367866393
azden-whx-pro-hand-held-microphone-system-with-built-in-transmitter,Azden Hand-Held Microphone System with Built-In Transmitter,Fairfax High,Activities,AZ-008-018-009-063-004,https://cdn.shopify.com/s/files/1/0185/5504/products/images.jpeg?v=1367849028
canon-2591b002-dm-100-directional-stereo-microphone-for-hf-hg-series-camcorders,Canon Directional Stereo Microphone,Fairfax High,Activities,AZ-008-018-009-063-015,https://cdn.shopify.com/s/files/1/0185/5504/products/canon_2591b002_dm_100_directional_stereo_microphone_for.jpg?v=1367848787
dolica-ax680p104-68-inch-proline-tripod-and-pan-head,Tripod and Pan Head,Fairfax High,Activities,AZ-008-018-009-063-036,https://cdn.shopify.com/s/files/1/0185/5504/products/dolica_ax680p104_68_inch_proline_tripod_and_pan_head_1.jpg?v=1367848596
dolica-ax620b100-62-inch-proline-tripod-and-ball-head,Tripod and Ball Head,Fairfax High,Activities,AZ-008-018-009-063-035,https://cdn.shopify.com/s/files/1/0185/5504/products/dolica_ax620b100.jpg?v=1367848437
hi-speed-usb-card-reader,Hi-Speed USB Card Reader,Fairfax High,Activities,AZ-008-018-009-063-122,https://cdn.shopify.com/s/files/1/0185/5504/products/71trohq6wnl._sx300.jpg?v=1367843448
4-gb-usb-drive-2-0-flashdrive-3-pack,8 GB USB Drive - 3 Pack,Fairfax High,Activities,AZ-008-018-009-063-123,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2014-09-03_at_4.47.48_PM_70a32a06-1d25-49cb-9880-cada1cb9a4cb.png?v=1409868063
perception-goggles-1,Perception Goggles,Camelback High,Academics,AZ-008-018-005-040-191,https://cdn.shopify.com/s/files/1/0185/5504/products/1631.jpg?v=1367357956
slaves-bag-hands-on-history-kit,Slave's Bag Hands-On History Kit,Trevor Browne,Academics,AZ-008-018-004-032-102,https://cdn.shopify.com/s/files/1/0185/5504/products/hoh_slave_lg.jpg?v=1367353464
virtual-field-trip-through-the-national-wwii-museum,Virtual Field Trip through the National WWII Museum,Trevor Browne,Academics,AZ-008-018-004-032-127,https://cdn.shopify.com/s/files/1/0185/5504/products/ed_virtual_field_trips_logo_405x248.jpg?v=1367353172
organizing-quantitative-data-dvd,Organizing Quantitative Data DVD,Camelback High,Academics,AZ-008-018-005-040-174,https://cdn.shopify.com/s/files/1/0185/5504/products/966w.jpg?v=1367275428
psychology-live-series,Psychology Live Series,Camelback High,Academics,AZ-008-018-005-040-173,https://cdn.shopify.com/s/files/1/0185/5504/products/live.jpg?v=1367275076
as-a2-biopsychology-psykit,AS/A2 Biopsychology Psykit,Camelback High,Academics,AZ-008-018-005-040-168,https://cdn.shopify.com/s/files/1/0185/5504/products/1602.jpg?v=1367274501
gcse-brain-psykit,GCSE Brain PsyKit,Camelback High,Academics,AZ-008-018-005-040-171,https://cdn.shopify.com/s/files/1/0185/5504/products/1601.jpg?v=1367273964
selah-psychology-game,Selah Psychology Game,Camelback High,Academics,AZ-008-018-005-040-168,https://cdn.shopify.com/s/files/1/0185/5504/products/selah.jpg?v=1367273021
easton-natural-intermediate-catcher-set,Easton Natural Intermediate Catcher Set,Carl Hayden,Athletics,AZ-008-018-011-010-017,https://cdn.shopify.com/s/files/1/0185/5504/products/1538_royal_display.jpg?v=1367269185
2-in-1-pitch-trainer,2 in 1 Pitch Trainer,Carl Hayden,Athletics,AZ-008-018-011-010-077,https://cdn.shopify.com/s/files/1/0185/5504/products/franklin_2_in_1_pitch_target_trainer_set.jpeg?v=1367268832
power-stick-trainer,Powerstick Trainer,Carl Hayden,Athletics,AZ-008-018-011-010-080,https://cdn.shopify.com/s/files/1/0185/5504/products/powerstick800_big.jpg?v=1367268470
quick-stick-trainer,Quick Stick Trainer,Carl Hayden,Athletics,AZ-008-018-011-010-082,https://cdn.shopify.com/s/files/1/0185/5504/products/quickstick800.jpg?v=1367268253
quickswing-px4,Quickswing Px4,Carl Hayden,Athletics,AZ-008-018-011-010-083,https://cdn.shopify.com/s/files/1/0185/5504/products/quickswing_2.jpg?v=1367268012
wilson-a1010bhs1sst-baseballs,"Wilson Baseballs, One Dozen",Carl Hayden,Athletics,AZ-008-018-011-010-126,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-07-15_at_12.37.00_PM.png?v=1436981850
catchers-mitt,Catcher's Mitt,Trevor Browne,Athletics,AZ-008-018-004-010-019,https://cdn.shopify.com/s/files/1/0185/5504/products/gxs53.jpeg?v=1367266144
baseball-clay-for-pitchers-mound,Baseball Clay for Pitcher's Mound,Trevor Browne,Athletics,AZ-008-018-004-010-008,https://cdn.shopify.com/s/files/1/0185/5504/products/k15229.jpg?v=1367263794
batting-helmets,Batting Helmets,Trevor Browne,Athletics,AZ-008-018-004-010-010,https://cdn.shopify.com/s/files/1/0185/5504/products/317laz77mml.jpg?v=1367263647
l-screen-protective-pitching-screen,L-Screen - Protective Pitching Screen,Trevor Browne,Athletics,AZ-008-018-004-010-078,https://cdn.shopify.com/s/files/1/0185/5504/products/pro_l_screenr.jpg?v=1367263350
catchers-equipment,Catcher's Equipment,Trevor Browne,Athletics,AZ-008-018-004-010-018,https://cdn.shopify.com/s/files/1/0185/5504/products/louisville_slugger_pulse_static_black_oragne.jpg?v=1367262582
baseballs-game-balls-by-the-dozen,"Game Baseballs, One Dozen",Trevor Browne,Athletics,AZ-008-018-004-010-009,https://cdn.shopify.com/s/files/1/0185/5504/products/wilson_pro_sst_baseball.jpg?v=1367260085
hitting-cage-net,Hitting Cage Net,Trevor Browne,Athletics,AZ-008-018-004-010-063,https://cdn.shopify.com/s/files/1/0185/5504/products/cage.jpg?v=1367257047
newspaper-stand,Newspaper Stand,Camelback High,Academics,AZ-008-018-005-039-194,https://cdn.shopify.com/s/files/1/0185/5504/products/NRWRCT3T-.7.jpg?v=1367255531
floor-stand-carrying-case-1,Flag Floor Stand,Carl Hayden,Activities,AZ-008-018-011-036-274,https://cdn.shopify.com/s/files/1/0185/5504/products/libertyfloorlg8.jpg?v=1366577640
honor-guard-leather-flag-carrier-double-harness,Honor Guard Leather Flag Carrier: Double Harness,Carl Hayden,Activities,AZ-008-018-011-036-047,https://cdn.shopify.com/s/files/1/0185/5504/products/chhs_jrotc_double_harness.jpg?v=1366576368
portfolio-sheet-protectors,Portfolio Sheet Protectors,Camelback High,Academics,AZ-008-018-005-039-196,https://cdn.shopify.com/s/files/1/0185/5504/products/blade_newspaper_protectors_cbhs.jpg?v=1366404270
portfolios,Portfolios,Camelback High,Academics,AZ-008-018-005-039-195,https://cdn.shopify.com/s/files/1/0185/5504/products/portfolios_cbhs.jpg?v=1366404059
the-newspaper-designers-handbook,The Newspaper Designer's Handbook,Camelback High,Academics,AZ-008-018-005-039-176,https://cdn.shopify.com/s/files/1/0185/5504/products/cbhs_newspaper_club_book.jpg?v=1366403361
summer-team-camp,Wrestling Team Camp,Trevor Browne,Athletics,AZ-008-018-004-062-131,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_wrestling.jpg?v=1366401822
strings-for-the-orchestra,Violin Strings,Trevor Browne,Arts,AZ-008-018-004-009-074,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_band_and_orchestra_strings.jpg?v=1366398927
drum-sticks-for-the-drumline,Drum Sticks,Trevor Browne,Arts,AZ-008-018-004-009-039,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_drumsticks.jpg?v=1366398617
reeds-for-wind-instruments,"Reeds for Wind Instruments, Pack of 10",Trevor Browne,Arts,AZ-008-018-004-009-086,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_bruin_band_reeds.jpg?v=1366398306
tuning-and-time-device-for-band-orchestra-students,Metronome Tuning Device,Trevor Browne,Arts,AZ-008-018-004-009-068,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_bruin_band_and_orchestra_metronome.jpg?v=1366397909
flags-for-the-color-guard,Color Guard Flags,Trevor Browne,Arts,AZ-008-018-004-009-031,https://cdn.shopify.com/s/files/1/0185/5504/products/bruin_band_and_orchestra_flags_for_color_guard.jpg?v=1366397437
sd-card-readers,SD Card Readers,Trevor Browne,Activities,AZ-008-018-004-063-143,https://cdn.shopify.com/s/files/1/0185/5504/products/sd_cardreaders_tbhs_yb.jpg?v=1366253570
mens-soccer-finale-12-capitano-ball,Soccer Ball,Trevor Browne,Athletics,AZ-008-018-004-045-129,https://cdn.shopify.com/s/files/1/0185/5504/products/adidas_girls_soccer.jpg?v=1365462014
mens-soccer-finale-12-capitano-ball,,,,,https://cdn.shopify.com/s/files/1/0185/5504/products/adidas_girls_soccer_1.jpg?v=1365462014
training-bibs,Scrimmage Vests,Trevor Browne,Athletics,AZ-008-018-004-043-118,https://cdn.shopify.com/s/files/1/0185/5504/products/bibboyssoccer.jpg?v=1365189305
addidas-squadra-soccer-shorts,Practice Shorts,Trevor Browne,Athletics,AZ-008-018-004-043-105,https://cdn.shopify.com/s/files/1/0185/5504/products/boyssoccershorts_tbhs.jpg?v=1365189000
kwik-goal-25-futsal-balls,Futsal Balls,Trevor Browne,Athletics,AZ-008-018-004-043-052,https://cdn.shopify.com/s/files/1/0185/5504/products/kwikgoaltbhsboyssoccor.jpg?v=1365187478
tenor-saxophone-1,Tenor Saxophone,Trevor Browne,Arts,AZ-008-018-004-009-117,https://cdn.shopify.com/s/files/1/0185/5504/products/tenorsax.jpeg?v=1365182647
baritone-saxophone,Baritone Saxophone,Trevor Browne,Arts,AZ-008-018-004-009-007,https://cdn.shopify.com/s/files/1/0185/5504/products/bruinbaritone.jpeg?v=1365138091
alto-sax,Alto Saxophone,Trevor Browne,Arts,AZ-008-018-004-009-001,https://cdn.shopify.com/s/files/1/0185/5504/products/bruinsax.jpg?v=1365128950
trumpet,Trumpet,Trevor Browne,Arts,AZ-008-018-004-009-120,https://cdn.shopify.com/s/files/1/0185/5504/products/bruin_trumpet.jpg?v=1365126812
sousaphone,Sousaphone,Trevor Browne,Arts,AZ-008-018-004-009-108,https://cdn.shopify.com/s/files/1/0185/5504/products/bruin_sousaphone.jpg?v=1365126030
gps-runners-watch,GPS Runners Watch,Trevor Browne,Academics,AZ-008-018-004-019-138,https://cdn.shopify.com/s/files/1/0185/5504/products/wm0069_2.jpg?v=1365115194
jump-ropes,Jump Ropes,Fairfax High,Athletics,AZ-008-018-009-062-065,https://cdn.shopify.com/s/files/1/0185/5504/products/pdsp1_10867796p275w.jpg?v=1365022781
team-warm-up-tops,Team Warm Up Tops,Fairfax High,Athletics,AZ-008-018-009-062-072,https://cdn.shopify.com/s/files/1/0185/5504/products/79176494_w.jpg?v=1365022216
arizona-historical-society-museum-admission,Arizona Historical Society Museum Admission,Trevor Browne,Academics,AZ-008-018-004-032-061,https://cdn.shopify.com/s/files/1/0185/5504/products/Membership_AHS-with-Lets-Make-History_Logo.jpeg?v=1379610753
school-lanyards,SET OF 5: School Lanyards,Trevor Browne,Activities,AZ-008-018-004-050-140,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_student_gov_lanyards.jpg?v=1364845585
musical-instrument-museum-admission,Musical Instrument Museum Admission,Trevor Browne,Arts,AZ-008-018-004-032-069,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_bruin_up_some_history_club.jpg?v=1362790666
russell-athletic-mens-dri-power-core-short-item-no-6b4dpm0,Team Shorts,Trevor Browne,Athletics,AZ-008-018-004-028-051,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_football_shorts.jpg?v=1362445300
russell-athletic-mens-dri-power-long-sleeve-raglan-tee,Football Long-Sleeve T-Shirt,Trevor Browne,Athletics,AZ-008-018-004-028-050,https://cdn.shopify.com/s/files/1/0185/5504/products/shirts_tbhs_football.jpg?v=1362445066
ground-battle-chute,Ground Battle Chute,Trevor Browne,Athletics,AZ-008-018-004-028-028,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_football.jpg?v=1362444905
flag-carrier,Flag Carrier,Trevor Browne,Activities,AZ-008-018-004-036-047,https://cdn.shopify.com/s/files/1/0185/5504/products/flag_carrier.png?v=1362444097
parade-belts,Parade Belts,Trevor Browne,Activities,AZ-008-018-004-036-137,https://cdn.shopify.com/s/files/1/0185/5504/products/TBHS_JROTC_PARADE_BELTS.png?v=1362443939
flag-poles,Flag Poles,Trevor Browne,Activities,AZ-008-018-004-036-136,https://cdn.shopify.com/s/files/1/0185/5504/products/flag_poles_tbhs_jrotic.jpg?v=1362443614
ozark-trail-14x8-8-person-dome-tent,8-Person Dome Tent,Trevor Browne,Activities,AZ-008-018-004-036-135,https://cdn.shopify.com/s/files/1/0185/5504/products/JROTC_TENT_TBHS.jpg?v=1362443394
demilitarized-m1903-drill-rifle,Drill Rifle,Trevor Browne,Activities,AZ-008-018-004-036-134,https://cdn.shopify.com/s/files/1/0185/5504/products/jrotc_tbhs_rifle.jpg?v=1362443030
rifle-mats,Rifle Mats,Trevor Browne,Activities,AZ-008-018-004-036-133,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_jrotc_mat.jpg?v=1362442816
f90-headguard,F90 Headguard,Trevor Browne,Athletics,AZ-008-018-004-045-044,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_headguard_girls_soccor.jpg?v=1362442396
adidas-11glider-ball,Glider Ball,Trevor Browne,Athletics,AZ-008-018-004-045-053,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_girls_soccor.jpeg?v=1362442137
grizzly-mascot,Grizzly Mascot,Trevor Browne,Activities,AZ-008-018-004-050-139,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_student_government_mascot.jpg?v=1362416461
throw-dummy,Throw dummy,Trevor Browne,Athletics,AZ-008-018-004-062-130,https://cdn.shopify.com/s/files/1/0185/5504/products/wrestling_club__weight_dummy.jpg?v=1362415427
dance-sweat-pants,Dance Sweatpants,Trevor Browne,Arts,AZ-008-018-004-031-145,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_hip_hop_sweat_pants.jpg?v=1362370513
portable-dance-floor,Portable Dance Floor,Trevor Browne,Arts,AZ-008-018-004-031-144,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_hiphop_dance_floor.jpeg?v=1362370113
sd-memory-cards,SD Memory Cards,Camelback High,Activities,AZ-008-018-005-063-142,https://cdn.shopify.com/s/files/1/0185/5504/products/tbhs_yearbook_item_3.jpg?v=1362198332
canon-canon-eos-rebel-t4i-18-0-mp-digital-slr-camera-kit,Canon EOS Rebel T4i 18.0-MP Digital SLR Camera Kit,Trevor Browne,Academics,AZ-008-018-004-063-141,https://cdn.shopify.com/s/files/1/0185/5504/products/TBHS_Yearbook_Canon-Item_2.jpg?v=1362197867
canon-canon-eos-rebel-t4i-18-0-mp-digital-slr-camera-kit,,,,,https://cdn.shopify.com/s/files/1/0185/5504/products/canon_fulfilled.png?v=1369796421
4ft-pug-pop-up-soccer-goals,Soccer Goal,Trevor Browne,Athletics,AZ-008-018-004-043-104,https://cdn.shopify.com/s/files/1/0185/5504/products/boys_soccer.jpg?v=1362186919
enclosed-canopy-shelter,Enclosed Canopy Shelter,Trevor Browne,Activities,AZ-008-018-004-036-132,https://cdn.shopify.com/s/files/1/0185/5504/products/410ltfhnwyl.jpg?v=1362082359
hudl-1-year-subscription,Hudl - 1 year subscription,Trevor Browne,Athletics,AZ-008-018-004-028-064,https://cdn.shopify.com/s/files/1/0185/5504/products/hudl.jpeg?v=1362081461
large-d-ring-binders,Large D-ring binders,Carl Hayden,Academics,AZ-008-018-011-002-034,https://cdn.shopify.com/s/files/1/0185/5504/products/decathalon_binders.jpg?v=1361348611
highlighters,Highlighters,Carl Hayden,Academics,AZ-008-018-011-002-059,https://cdn.shopify.com/s/files/1/0185/5504/products/decathalon_highlighters.jpeg?v=1361348445
flash-drives,Flash Drives,Carl Hayden,Academics,AZ-008-018-011-002-048,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2014-09-03_at_4.47.48_PM_e1a43034-e3fc-432d-914c-0c81dcf6a8c2.png?v=1409868141
